DANE_code,municipality,hotel_name,address,phone_number,mail,owner
15572,PUERTO BOYACA,RESIDENCIAS MONTERREY,CARRERA 2 NO 11A 14,0,elmer7224@hotmail.com,MARIA JADINE TOVAR ARCILA 
15572,PUERTO BOYACA,HOTEL KARIARY,CARRERA 4 NO 11 70,2755530,grupozuluaga@hotmail.com,JUAN FERNANDO GIRALDO ZULUAGA
15572,PUERTO BOYACA,HOTEL PALAGUA,AVENIDA SANTANDER NO 30 48,7384635,NI,NANCY YAZMIN TRIANA RINCON
15572,PUERTO BOYACA,HOTEL PANAMERICANOS,CARRERA 2 NO 11 31,7383560,fresogoz@hotmail.com,TERESA GIRALDO DE MOLINA
15572,PUERTO BOYACA,GRAN HOTEL PORTEÑO,CALLE 011 NO 003 022,7384376,granhotel@hotmail.es,MARGOTH CARDONA HENAO
15572,PUERTO BOYACA,HB HOTEL BOYACA,CARRERA 003 NO 011 017,7383261,NI,MIGUEL ANGEL JARAMILLO CASTRILLON
15572,PUERTO BOYACA,"RANCHO SOCIAL, DEPORTIVO Y RECREATIVO SIXTO RAFAEL",CALLE 031 BARRIO GUAYACANES,7380241,sixtorafael@gmail.com,JOSE DEL CARMEN MESA GOMEZ
15572,PUERTO BOYACA,HOTEL CENTER PLAZA,CARRERA 3 NO 13 27,7383022,luzcor_@hotmail.com,CAMPO ELIAS ROMERO GUTIERREZ
15572,PUERTO BOYACA,HOTEL ADMIRADOR,CARRERA 003A NO 013 050,7381558,hoteladmirador@hotmail.com,SILVIA LUCIA FRANCO 
15572,PUERTO BOYACA,HOTEL LA 5TA,CARRERA 5 NO 11 33,7385412,NI,MARIA AUXILIADORA OROZCO ORTIZ
15572,PUERTO BOYACA,HOTEL ALTO BONITO,KILOMETRO 25 VIA AUTOPISTA MEDELLIN BOGOTA,3146201437,maribelaltobonito@hotmail.com,MARIBEL DEL SOCORRO TORRES DE OQUENDO
15572,PUERTO BOYACA,HOTEL CIRO,CARRERA 3A NO 7 103,3133942506,slili029@hotmail.com,RAMON LUIS CIRO PARRA
15572,PUERTO BOYACA,HOTEL J & M,CARRERA 5 NO 6B 80,3116309143,franciscooviedo123@hotmail.com,FRANCISCO JAVIER OVIEDO VALENCIA
15572,PUERTO BOYACA,HOTEL CAMPESTRE EL TEKAL,KILOMETRO 4 TROCAL DE LA PAZ,7383305,hotelcampestreeltekal@gmail.com,ANA YANETH RESTREPO HERNANDEZ
15572,PUERTO BOYACA,HOTEL Y RESTAURANTE EL CASTILLO,KILOMETRO 106 VIA HONDA - COSTA ATLANTICA,188044075,edselcastillo@hotmail.com,SANTIAGO ARDILA GONZALEZ
15572,PUERTO BOYACA,HOTEL LA POSADA KM-25,PUERTO GUTIERREZ,3122587479,yamily@hotmail.com,YAMILY OCAMPO MAZO
15572,PUERTO BOYACA,HOTEL MONTECARLO PLAZA,CARRERA 2 NO 12 24,7384290,hotel-montecarlo@hotmail.com,YEHISON ALBERTO GAVIRIA SARMIENTO
15572,PUERTO BOYACA,HOTEL ARCE,CALLE 19 NO 5 02,7380882,NI,NOLBERTO ARCE CARDONA
15572,PUERTO BOYACA,HOTEL CAMINO REAL PUERTO BOYACA,CARRERA 3A NO 14 82,3212714195,hotelcaminoreal2011@hotmail.com,ARMANDO CORTES FRANCO
15572,PUERTO BOYACA,HOTEL ROYAL TOSCANA,CARRERA 5 NO 23 65,7383885,jesid1073@hotmail.com,JEIMER YESID MENDIETA VILLAMIL
15599,RAMIRIQUI,HOTEL TATU S,CALLE 8 NO 6 78,3118182392,NI,LUZ MARIELA GUERRA GUERRERO
15599,RAMIRIQUI,HOTEL LA AVENIDA DEL PORTAL,CARRERA 6 NO 10 52,3133013419,NI,MARIA VISITACION GUERRERO DE GUERRA
15600,RAQUIRA,HOTEL CAMPESTRE SAN FERMIN,RAQUIRA 1 KILOMETRO,2745085,hsanfermin@hotmail.com,MARTHA CECILIA ACERO DE CASAS
15600,RAQUIRA,POSADA SAN AGUSTIN,VEREDA DESIERTO DE LA CANDELARIA,4370581,ecocande@agustinosrecoletos.com.co,NORBERTO DE JESUS ESCOBAR GUZMAN
15600,RAQUIRA,HOSPEDERIA NEMQUETEBA,CARRERA 3 NO 3 04,7357016,mariaangelicagaona@hotmail.com,MARIA ANGELICA GAONA DE RONCANCIO
15600,RAQUIRA,POSADA CAMINO DEL MONASTERIO,VEREDA LA CANDELARIA,3115654434,posadacaminodelmonasterio@hotmail.com,UBALDINA CASAS CASTILLO
15600,RAQUIRA,HOTEL SUAYA,CARRERA 3 NO 5 04,7357029,NI,MARITZA VARGAS PINILLA
15638,SACHICA,HOSPEDAJE MI CASITA,AVENIDA PRINCIPAL TUNJA CHIQUINQUIRA,7342181,micasitasachica@hotmail.com,FLOR ANGELA REYES CORREDOR
15638,SACHICA,HOSPEDERIA SAN ROQUE ST,CARRERA 3 NO 4 39,7342280,hospederia_sanroque@hotmail.com,EDWIN FERNANDO CASAS ALIPIO
15638,SACHICA,HOTEL CALLE PRINCIPAL,CALLE 3 NO 1A 66,3115322719,hotelcalleprincipalsachica@hotmail.com,MIGUEL ANGEL MOLINA SANDOVAL 
15638,SACHICA,HOTEL AQUILES,CALLE 13 NO 1 28,3144789814,hercla2002@gmail.com,OLGA NELLY MEDINA DURAN
15638,SACHICA,HOTEL CABANAS SANTA CECILIA,VEREDA EL PLAYON SECTOR HACIENDA SANTA CECILIA,7342212,reservas@hotelsantaceciliasachica.com,YOLIMA ALDANA PEÑA
15638,SACHICA,HOTEL CASA DE ADOBE,VEREDA RITOQUE KILOMETRO 3.5 VIA VILLA DE LEYVA,3102871904,casadeadobe@yahoo.com,JUAN JOSE MARTINEZ NEIRA
15646,SAMACA,POSADA LAS MARGARITAS,VEREDA RUCHICAL,5473494,posadamarga@hotmail.com,MANUEL ALFONSO GONZALEZ PARRA
15646,SAMACA,RESTAURANTE Y HOSPEDAJE LOS ALMENDROS,CALLE 6 NO 6 51,7372746,NI,DORA ELISA PINTO DIAZ
15664,SAN JOSE DE PARE,CASONA LAS JUANAS CAMPO,VEREDA SAN ISIDRO BAJO,7297043,angiebe42@hotmail.com,ANGELA MARIA BEDOYA CARONA
15673,SAN MATEO,HOTEL CAPILLA REAL SAN MATEO,CALLE 4 NO 3 68,7894005,mapaniopc@yahoo.es,MARIA DELIA LIZARAZO DE GONZALEZ
15673,SAN MATEO,HOTEL PRIMAVERA SAN MATEO,CARRERA 3 NO 5 62,7894003,hotelprimavera.sm@gmail.com,SANDRA MILENA PEREZ GOMEZ
15693,SANTA ROSA DE VITERBO,HOTEL EL AEROLITO,CARRERA 5 NO 8 49,7861020,,PEDRO JULIO FUENTES
15686,SANTANA,HOTEL ESTACION SANTANA,KILOMETRO 1 VIA SANTANA BARBOSA,7289581,armandomolo@hotmail.com,JOSE ARMANDO MORA LOPEZ
15740,SIACHOQUE,CASA MORALES SANTA FE,CARRERA 6 NO 10 61,8534252,casamoralessantafe@hotmail.es,FRAY AUGUSTO MORALES QUINCENO
15753,SOATA,PISCICLUB,CALLE 6B NO 2 45,7881221,CONTACTENOS@PISCICLUB.COM,JUAN NEPOMUCENO LOPEZ GOMEZ
15759,SOGAMOSO,HOTEL SOGAMOSO REAL,CARRERA 10 NO 13 11,7701378,NI,JOSE RAMON MORCOTE
15759,SOGAMOSO,HOTEL TOBACA,CALLE 13 NO 10 70,7705377,NI,NORBERTO ARTURO MARINO MORALES
15759,SOGAMOSO,HOTEL LITAVIRA SERVICIOS HOTELEROS XUGAMUXI,CALLE 12 NO 10 30,7702585,H.LITAVIRA@YAHOO.COM,PEDRO ELIAS BALLESTEROS PEÑA
15759,SOGAMOSO,HOTEL SOL INTERNACIONAL,CARRERA 13 NO 13 66,700507,NI,SALOMON CHAPARRO PEREZ
15759,SOGAMOSO,HOTEL YANUBA DE LA 11,CALLE 11 NO 11 54,702997,www.28bink@starmedia.com,JENNY CAROLINA DIAZ BENITEZ
15759,SOGAMOSO,HOTEL ROYAL CONFORT,CARRERA 11 NO 9 48,7700976,NI,LEONILDE MONDRAGON 
15759,SOGAMOSO,HOTEL LA ERMITA,CALLE 10 NO 11 51,7704110,nestorballesterosp@gmail.com,OLGA LUISA PUERTO DE BALLESTEROS
15759,SOGAMOSO,NUEVO HOTEL BOCHICA,CALLE 11 NO 14 33,7707381,liaguirrevega@yahoo.com,LUIS IVAN AGUIRRE VEGA
15759,SOGAMOSO,HOTEL VALPARAISO,CARRERA 18 NO 11A 10,7716935,NI,CARMEN ROJAS DE MONTAÑA
15759,SOGAMOSO,RESIDENCIAS HONEY,CALLE 11A NO 17 40,0,yolm7n@conexcol.com,YOLMAN ALEXIS VASQUEZ CUEVAS
15759,SOGAMOSO,RESIDENCIAS 11A FAMILIAR,CALLE 11A NO 17 24,7717614,NI,TEODOLINDA ORTEGA RODRIGUEZ
15759,SOGAMOSO,HOTEL FLORIDA,CALLE 11 NO 13 26,7718791,NI,GILMA CABRERA DE BARRERA
15759,SOGAMOSO,HOTEL ANDALUZ,CALLE 11 NO 18 63,7701194,NI,ALFONSO NIÑO NIÑO
15759,SOGAMOSO,HOTEL VALLE DEL SOL,CALLE 11 NO 9 63,7702796,NI,JOSE LEONIDAS HERNANDEZ GUEVARA
15759,SOGAMOSO,HOTEL GRAN SHALOM,CALLE 11 A NO 16 60,7704697,NI,JACKELINE SALGUERO 
15759,SOGAMOSO,PLAZA REAL DE LA 20 HOTEL,CARRERA 20 NO 11 B 33,7707134,plazarealmar@hotmail.com,MARIA OTOCILIA HERRERA SUAREZ
15759,SOGAMOSO,NUEVO HOTEL CORDOBA,CARRERA 12 NO 13 48,7715611,harwisan@hotmail.com,HARRY WILLIAM SANCHEZ TRIVIÑO
15759,SOGAMOSO,HOTEL HOSPEDAJE LA POSADA DEL REY,CARRERA 18 NO 11 83,700158,NI,LUZ MILA MENDIVELSO BENITEZ
15759,SOGAMOSO,HOTEL CORDILLERA DE SOGAMOSO,CALLE 13 NO 9 90,7702435,NI,ALVARO BALLESTEROS CAMARGO
15759,SOGAMOSO,HOTEL Y RESTAURANTE LOS ESTEROS,CARRERA 18 NO 11 35/39,7706342,los_esteros_sogamoso@yahoo.es,CARMEN FRANCO GALVIS
15759,SOGAMOSO,HOTEL LA POSADA DEL REY,CARRERA 18 NO 11 83,7700158,NI,JORGE ALIRIO VARGAS VERGARA
15759,SOGAMOSO,LAURA S. GUAUQUE MONTAÑEZ - HOTEL BACHUE,CARRERA 10 NO 13 68,7702512,laura2808@hotmail.com,GUAUQUE MONTAÑEZ LAURA STELLA
15759,SOGAMOSO,HOTEL MANHATTAN,CARRERA 18 NO 10 69,7702851,olues@hotmail.com,MARGARITA BAYONA DE VARGAS
15759,SOGAMOSO,HOTEL LOS ANGELES DE LA 11,CALLE 11 NO 17 21,7702851,olues@hotmail.com,MARGARITA BAYONA DE VARGAS
15759,SOGAMOSO,HOTEL VILLA MONTANA,CARRERA 18 NO 10 61,7723048,NO,JOSE ANANIAS VARGAS VERGARA
15759,SOGAMOSO,GRAN HOTEL SOGAMOSO,CARRERA 18 NO 11 15,7703495,granhotelterminal@yahoo.com,CESAR ORLANDO TOBO BARON
15759,SOGAMOSO,HOTEL EL CRISTAL DE LA 13,CALLE 13 NO 14 26,7706746,hotelcristal13@hotmail.com,LUZ MARINA BALLESTEROS DE SANDOVAL
15759,SOGAMOSO,HOSTAL LA CAZIHITA,CARRERA 8 NO 9 66,3144116104,informacion@lacazihita.com,MIGUEL ALONSO ARAQUE RINCON
15759,SOGAMOSO,HOTEL SOL DE IRAKA,CALLE 11 NO 13 23,7718028,hotelsoldeiraka@hotmail.com,EDINSON YAMID BARRERA CABRERA
15759,SOGAMOSO,HOTEL ORION,CALLE 13 NO 13 12,7728457,hotelorionsogamoso@hotmail.com,ANDREA CONSTANZA FRANCO CAMARGO
15759,SOGAMOSO,CACIQUE PLAZA,CALLE 14 NO 18 76,7727886,nelconcar@hotmail.com,GLADIS DEL SOCORRO JARAMILLO MUÑOZ
15764,SORACA,HOTEL SORACA MANTO REAL,VEREDA OTRO LADO SECTOR LA Y,7445175,NI,JAIBERT QUIROGA MENESES
15764,SORACA,HOTEL BUENOS AIRES SORACA,VEREDA OTROLADO SECTOR LA Y,7438912,albaigg@hotmail.com,BELARMINO FIDEL GUAYACAN GUAYACAN
15763,SOTAQUIRA,CORCELES DE LA LIBERTAD,CARRERA 8 NO 6 51,7873118,corcelesdelalibertad@yahoo.es,LOLA MARCELA ARISTIZABAL TENORIO
15776,SUTAMARCHAN,POMPASOLA,SUTAMARCHAN VEREDA ROA,2553856,ponpasolatours@yahoo.com,ROSA AMANDA VACA SANCHEZ
15776,SUTAMARCHAN,HOTEL CABAÑAS LOS APOSENTOS DE DON PEDRO DE MERCHAN,CALLE 1 NO 1 87,7251447,hotelcabanassutamarchan@hotmail.com,HEYNNER HUMBERTO SUAREZ SUAREZ
15798,TENZA,HOTEL DE TENZA LTDA,CARRERA 5 NO 5 36 ,7527019,hoteldetenza@hotmail.com,DIANA MILENA RODRIGUEZ NIÑO
15798,TENZA,HOSTAL SANTA ANA,CALLE 5 NO 9 61,7527421,eidan400@hotmail.com,HILDA ELIZABETH MEDINA DE GRANADOS
15804,TIBANA,HOTEL HACIENDA BAZA,VEREDA LAVADEROS,338033,haciendabaza@hotmail.com,LUCIA OSPINA DE SCHRADER
15806,TIBASOSA,HACIENDA HOTEL SUESCUN,KILOMETRO 4 VIA SOGAMOSO TIBASOSA,7706828,hotelhaciendasuescun@yahoo.com,FERNANDO REYES ISAZA
15806,TIBASOSA,FINCA LA MARA,FINCA LA MARA SITIO LA Y,7601921,claudiape@cable.net.co,MARIA ESPERANZA HERRERA ESPITIA
15808,TINJACA,RAQUIRA SILVESTRE,FINCA EL CANGREJO VEREDA PEÑAS BAJO,8649208,clanzetta@yahoo.com,HERNANDO ISAACS ARELLANO
15808,TINJACA,CAFETERIA Y BILLARES NUEVO MILENIO,CALLE 4 NO 3 07,7355526,alexdavid900@hotmail.com,JUAN CARLOS ALVARADO TORRES
15814,TOCA,CASA YERBABUENA,KILOMETRO 21 TUNJA VIA TOCA,3142433069,info@casayerbabuena.com,ENRIQUE CUBILLOS ALBA
15822,TOTA,TOTURISMO,CALLE 3 NO 2 66,3142380675,pardoluisangel@hotmail.com,LUIS ANGEL PARDO ORTEGON
15001,TUNJA,HOTEL EL PASO,CARRERA 14 NO 6 54 SUR,7426300,NI,ELKIN MORENO CASTELBLANCO
15001,TUNJA,HOTEL DUX,CALLE 19 NO 10 78 ,7425736,claudiagagomez@yahoo.es,CLAUDIA INES GALINDO GOMEZ
15001,TUNJA,HOTEL OCETA,CALLE 19 NO 7 64,7422886,miguelsiabato@hotmail.com,MIGUEL ANTONIO SIABATO BOLIVAR
15001,TUNJA,HOTEL DORADO PLAZA,CARRERA 14 NO 6 30 SUR,7438693,NI,INES MORENO DE FONSECA
15001,TUNJA,TUNJA REAL HOTEL,CARRERA 14 NO 6A 22 SUR,7436146,astrid_ramos@latinmail.com,MARIA RAQUEL GONZALEZ DE MORENO
15001,TUNJA,HOTEL SAN IGNACIO PLAZA,CALLE 18 NO 10 51,7437583,hector_ibl@hotmail.com,HECTOR BARRETO PARRA
15001,TUNJA,HOTEL SAN FRANCISCO,CARRERA 9 NO 18 90 PISO3,7426645,NI,CARLOS ALBERTO SARMIENTO LOPEZ
15001,TUNJA,HOTEL ROYAL,CARRERA 10 NO 23 35,7423849,jamr@engineer.com,ADRIANA CAROLINA MORALES RIVROS
15001,TUNJA,HOTEL HUNZA,CALLE 21A NO 10 66,7424111,hotelhunzaventas@hotmail.com,VIDAL VANEGAS
15001,TUNJA,HOTEL EL CID PLAZA,CARRERA 10 NO 20 78,7444179,alfonso_736@hotmail.com,ALFONSO PEREZ CHAPARRO
15001,TUNJA,HOTEL CONQUISTADOR DE AMERICA,CALLE 20 NO 8 92,98742353,hotelconquistadordeamerica@hotmail.com,SANDRA MILENA HUERTAS YANQUEN
15001,TUNJA,HOSPEDAJE ARCO IRIS,TRANSVERSAL 3 NO 60A 103,7403305,sequime@latinmail.com,SEGUNO QUIROGA MENESES
15001,TUNJA,HOTEL IMPERIAL TUNJA,CALLE 19 NO 7 43,7431315,himperial@yahoo.es,JAIME A GONZALEZ BECERRA
15001,TUNJA,HOTEL SUITE IMPERIAL,CALLE 19 NO 7 96,7423056,himperialtunja@yahoo.es,OLGA ESPERANZA FIGUEROA SUAREZ
15001,TUNJA,HOTEL RESIDENCIAS BONSAI,CARRERA 9 NO 17 89,7422535,almaridi@hotmail.com,MARIA EUDOSIA DIAZ PINZON
15001,TUNJA,CONVENCIONES Y SERVICIOS ESPECIALES SIMON BOLIVAR,CALLE 18 NO 11 22,7401116,convencionessimonbolivar@hotmail.com,YOLANDA GARCIA CELY
15001,TUNJA,CLUB PRIVADO EL MIRADOR DE ZEUS,KILOMETRO 2 VIA SORACA,7449647,mirador_zeus@yahoo.com,MARIA ESPERANZA PRIETO MARTINEZ
15001,TUNJA,HOTEL GIRASOL TUNJA,CALLE 17 NO 6A 28,7424552,h_girasol.tunja@hotmail.com,LUIS ALEJANDRO MORENO HUERFANO
15001,TUNJA,HOTEL LA ANTIGUA,CALLE 28 NO 10 10,0,NI,CARMEN SMITH MANTILLA GAMBOA
15001,TUNJA,HOTEL POZO DE DONATO,CARRERA 7 NO 42 13,0,pozo-donato64hotmail.com,MARIA LUZ DEL CAMPO RUIZ
15001,TUNJA,HOTEL EL RODEO,CALLE 54 NO 6 20,7427963,meryluzpa@hotmail.com,LUZ MERY PARRA CARDENAS
15001,TUNJA,HOTEL AMERICAN CAFE INTERNET,CARRERA 11 NO 18 70 ,7422471,fpatriotas@yahoo.com.co,ERICA PAOLA CASTAÑEDA MOLINA
15001,TUNJA,DANARAMA HOTEL,CARRERA 13 NO 7 57 SUR,7441154,NI,ANA HERLINDA CHAPARRO LEON
15001,TUNJA,HOTEL Y RESTAURANTE EL CONSUELO,CARRERA 7 15 63,7400160,NI,JAIME PALACIO FONSECA
15001,TUNJA,CASA REAL HOTEL,CALLE 19 NO 7 65,7431764,hotelcasareal@yahoo.es,ALVARO AUGUSTO RAMIREZ ALVAREZ
15001,TUNJA,HOTEL 24 HORAS,CARRERA 8 NO 17 89,7432295,NI,ANGELA MARIA BAHAMÒN LÒPEZ
15001,TUNJA,CASA HOTEL CALLE REAL TUNJA,CALLE 19 NO 10 64,7423556,diegofidel9@hotmail.com,MARIA BEATRIZ CASTELBLANCO DE CASTRO
15001,TUNJA,POSADA DE SAN AGUSTIN,CALLE 23 NO 8 63,7431086,posadadesanagustin@hotmail.com,MARIA GILMA RIVERA MORENO
15001,TUNJA,ALICANTE HOTEL,ALICANTE HOTEL CARRERA 8 NO 19 15,3132167221,NI,JULIETH BIBIANA RAMIREZ MOLANO
15001,TUNJA,HOSPEDAJE Y CAFETERIA BELLAVISTA,CARRERA 7 NO 15 27,7438344,NI,LUZ DINORA CASADO TORRES
15001,TUNJA,HOTEL PLAZA MUISCA,CARRERA 10 NO 24 96,7434552,hotelplazamuisca64@gmail.com,JOSE GUILLERMO PALACIOS OSTOS
15001,TUNJA,CENTRO DE INVESTIGACION RECREACION Y DEPORTES HALACA,VEREDA RUNTA,3006134530,ingnelme@hotmail.com,NELSON JOSE MEDINA BRANDO
15001,TUNJA,HOTEL LAS NIEVES NO 2,CALLE 24 NO 9 97,7437485,fevjpaisa@hotmail.com,JANETH RODRIGUEZ TOVAR
15001,TUNJA,HOTEL CACIQUE MUISCA,AVENIDA NORTE NO 64B 134 MUISCAS,7451539,juancamilo2125@hotmail.com,JUAN GABRIEL BARAJAS BAUTISTA
15001,TUNJA,HOTEL CASA MORENO,CARRERA 14 NO 6 62 SUR,7455129,hotelcasamoreno@hotmail.com,JUAN PABLO MORENO GONZALEZ
15001,TUNJA,HOTEL SANTANDER REALES,CARRERA 7 NO 18 83,7400782,adelfasariza@hotmail.com,
15001,TUNJA,HOTEL IN TRANSPORTADOR,CARRERA 7 NO 16 21,3105870268,lejopapi@hotmail.com,MARIA EUGENIA PINEDA TORRES
15001,TUNJA,HOTEL POSADA REAL TUNJA,CARRERA 7 NO 16 17 BARRIO SAN IGNACIO,3105870268,lejopapi@hotmail.com,JAIME PALACIOS FONSECA
15001,TUNJA,HOTEL DINASTIA REAL LA SEPTIMA,CARRERA 7 NO 17 23,7423530,NI,WALDINA VARGAS BARON
15001,TUNJA,HOTEL TIENDA EL BALCON DEL VIRREY,CARRERA 7 NO 17 26/30,7400939,NI,MARIA DIONILDA AYALA MARTINEZ
15001,TUNJA,RESIDENCIA SUIZA,CARRERA 7 NO 17 22,7422960,NI,MELITON BERMUDEZ CELIS
15001,TUNJA,HOTEL REAL VERSALLES,AVENIDA ORIENTAL NO 16 62 PISO 2,3203467179,NI,GLORIA MARIA DEDERLE SEPULVEDA 
15001,TUNJA,HOTEL EL DORADO LOS HONGOS,CARRERA 11 NO 2B 52,7403760,NI,CARMENZA FONSECA MORENO
15001,TUNJA,HOTEL POSADA DE SAN LAUREANO,CARRERA 8 NO 11 53,7435715,liquia@hotmail.com,JAIRO MAURICIO PALACIOS FONSECA
15001,TUNJA,HOTEL COLONIAL SANTA ELENA,CARRERA 10 NO 23 12,3142782737,hotelcolonialsantaelena@gmail.com,IVAN DARIO PARRA CARDENAS
15001,TUNJA,HOTEL PRINCIPE TUNJA,CARRERA 7 NO 16 47,7403580,ca.quiroga@hotmail.com,SEGUNDO JERONIMO QUIROGA PINEDA
15001,TUNJA,RESTAURANTE EL CHAPULIN COLORADO,CARRERA 14 NO 3 08 SUR,3112424371,nicky_0017@hotmail.com,JOSE ISAAC IGNACIO BAUTISTA GONZALES
15001,TUNJA,HOTEL EL OASIS FAMILIAR,CALLE 17 NO 6 14,7435887,amile849@hotmail.com,ANA MILENA MONROY RENDON
15001,TUNJA,HOTEL POSADA SANTIAGO DE TUNJA,CALLE 16 NO 7 83,7403296,ana.pineda@emdisalud.com.co,ANA YANIRA PINEDA TORRES
15001,TUNJA,HOTEL ZAFIRO PLAZA,CARRERA 10 NO 26 94,3132830683,NI,MARIA DE LOS ANGELES IRENE PARRA LASSO
15407,VILLA DE LEYVA,HOTEL EL EDEN,CARRERA 10 NO 10 40,7320357,hoteden@hotmail.com,JEANETH QUIJANO GARZON
15407,VILLA DE LEYVA,HOSPEDERIA EL MARQUEZ DE SAN JORGE,CALLE 14 NO 9 20,7320480,marquesdesanjorge@hotmail.com,MYRIAM BUITRAGO CASTELLANOS
15407,VILLA DE LEYVA,HOSTAL LOS ACEITUNOS,TRANSVERSAL 10 NO 9 41,7320282,macribatri@hotmail.com,AIDA ESQUIVEL GONZALEZ
15407,VILLA DE LEYVA,HOSTAL CAMPESTRE LA CASONA,VEREDA RITOQUE,7321453,eduardosaenz@hotmail.com,EDUARDO SAENZ LIZARAZO
15407,VILLA DE LEYVA,POSADA LOS ANGELES,CARRERA 10 NO 13 94,7320562,0,JOSEFINA CORDOBA DE BOHORQUEZ
15407,VILLA DE LEYVA,HOTEL ABAHUNZA,CALLE 9 NO 12 31,7320291,,GLORIA FORERO SANCHEZ
15407,VILLA DE LEYVA,HOSTERIA MOLINOS LA MESOPOTAMIA,CARRERA 8 NO 15A 265,7320235,hosteriamesopotamia@hotmail.com,JAIME LANDINEZ CASTELBLANCO
15407,VILLA DE LEYVA,HOTEL HOSPEDERIA SAN CARLOS,CARRERA 9 NO 5 46,7320294,otafor@yahoo.com,ROSALBA FORERO DE OTALORA
15407,VILLA DE LEYVA,HOSPEDERIA EL DURUELO,CARRERA 3 NO 12 88,7320222,contabilidad@duruelo.com.co,ANGELICA DEL PILAR AYALA MURILLAS
15407,VILLA DE LEYVA,HOSPEDERIA ANDRES VENERO DE LEIVA,AVENIDA CIRCUNVALAR CALLE 13 ESQUINA,7320805,soteloingenieria@hotmail.com,ELIZABETH HERNANDEZ DE SOTELO
15407,VILLA DE LEYVA,HOTEL SOL DE LA VILLA,CARRERA 8 NO 12 28,7320224,NI,EUSEBIA MUNEVAR DE AGUAZACO
15407,VILLA DE LEYVA,HOSPEDERIA EL OCOBO,CARRERA 9 NO 5 62,7320482,makanes84@hotmail.com,PRISCILA BAQUERO DE RODRIGUEZ
15407,VILLA DE LEYVA,HOTEL GETSEMANI,AVENIDA PERIMETRAL NO 10 35,7320326,hotelgetsemani@hotmail.com,ROCIO DEL PILAR RODRIGUEZ FORERO
15407,VILLA DE LEYVA,HOTEL MESON PLAZA MAYOR,CARRERA 10 NO 12 31,7320425,hotelplazamayor@hotmail.com,JUAN MARIA TORO PEREZ
15407,VILLA DE LEYVA,HOSTERIA EL ZAGUAN DE LOS HEROES,CARRERA 9 NO 11 55,7320476,,GERMAN ROJAS GONZALEZ
15407,VILLA DE LEYVA,HOSPEDERIA EL MESON DE LOS VIRREYES,CARRERA 9 NO 14 51,7320252,gerencia@hotelmesondelosvirreyes.com,GLADYS CARDENAS TOVAR
15407,VILLA DE LEYVA,HOTEL MARQUEZ DE SAN LUIS,CARRERA 13 NO 8 58 VIA PERIMETRAL,7320277,LUMARHER@HOTMAIL.COM,LUIS MAMERTO MUNAR HERNADEZ
15407,VILLA DE LEYVA,HOSPEDERIA IGUAQUE CAMPESTRE,KILOMETRO 1 VIA ARCABUCO,7320889,marisolg2002@hotmail.com,MARISOL GONZALEZ TORRES
15407,VILLA DE LEYVA,HOSPEDERIA BETH SARIM,CALLE 5 NO 9 137,7320808,ninguna,VICTOR LEONIDAS RODRIGUEZ VILLAMIL
15407,VILLA DE LEYVA,HOSPEDAJE EL MIRADOR,TRANSVERSAL 8 NO 6 94,7320941,NI,PRESCELIA PRIAS VANEGAS
15407,VILLA DE LEYVA,POSADA LA VILLA DE ALCALA,CARRERA 9 NO 5 104,7320671,NI,LUIS EVELIO FORERO FORERO
15407,VILLA DE LEYVA,CENTRO DE CONVENCIONES CASA DE LOS FUNDADORES,KILOMETRO 1 VIA GUANANI,7320880,admin@casadelosfundadores.com,
15407,VILLA DE LEYVA,HOSPEDERIA LA ROCA,CALLE 13 NO 9 64,7320331 / 3164658602,hlaroca13@tutopia.com / larocahospederia@gmail.com,CARMEN TORRES 
15407,VILLA DE LEYVA,POSADA SAN MARTIN,CALLE 14 NO 9 43,7320428,posadasnmartinleyva@hotmail.com,MARGARITA MARIA EUSSE CALDERON
15407,VILLA DE LEYVA,HOTEL LA POSADA DE SAN ANTONIO,CARRERA 8 NO 11 80,7320538,NI,MARTHA PATRICIA DELGADO GONZALEZ
15407,VILLA DE LEYVA,POSADA VILLA PAZ,CARRERA 11A NO 12 27,7320730,NI,MARLENE VALERO ORTEGA
15407,VILLA DE LEYVA,HOSPEDERIA BAHIA OLIVO,AVENIDA PERIMETRAL NO 10 40,7320935,jairofor@hotmail.com,JAIRO FELIPE FORERO SANCHEZ
15407,VILLA DE LEYVA,HOSPEDERIA VILLA LINA,AVENIDA CIRCUNVALAR CON CALLE 21,321768,hospederiavillalina@hotmail.com,LEONEL GUSTAVO RAMIREZ GARCIA
15407,VILLA DE LEYVA,HOSTERIA LOS FRAYLES DE LA VILLA,CALLE 8 NO 9 38,7320296,NI,JUDITH PINEDA CORTES
15407,VILLA DE LEYVA,FINCA GUANANI,BARRIO SANTANDER,7320398,guanan30@hotmail.com,MARIA DEL SOCORRO FAJARDO GOMEZ
15407,VILLA DE LEYVA,HOSPEDAJE EL CORZO,CARRERA 9 NO 2 206,7320938,NI,ALICIA CORZO DE FARFAN
15407,VILLA DE LEYVA,HOSPEDERIA VILLA DEL CARMEN,CALLE 10A NO 10 79,7321549,NI,LUIS VERLEN AVILA
15407,VILLA DE LEYVA,CASA HOTEL VILLA CRISTINA,CALLE 10 NO 3 78,7320594,chvillacristina@yahoo.es,ANGELA CRISTINA CEPEDA CEPEDA
